GPU,Backend,Buffering,Iters,Items,Time
MI300,cxi-coarse,db,100000,131072,6.72179
MI300,cxi-fine,sb,100000,131072,6.78388
MI300,cxi-fine,db,100000,131072,6.68324
MI300,mpi,sb,100000,131072,9.7172
MI300,mpi,db,100000,131072,9.73289
MI300,cxi-coarse,sb,100000,262144,11.3153
MI300,cxi-coarse,db,100000,262144,11.1809
MI300,cxi-fine,sb,100000,262144,11.32
MI300,cxi-fine,db,100000,262144,11.2208
MI300,mpi,sb,100000,262144,14.5586
MI300,mpi,db,100000,262144,14.358
MI300,cxi-coarse,sb,100000,524288,20.2395
MI300,cxi-coarse,db,100000,524288,20.236
MI300,cxi-fine,sb,100000,524288,20.245
MI300,cxi-fine,db,100000,524288,20.2713
MI300,mpi,sb,100000,524288,23.7365
MI300,mpi,db,100000,524288,23.7671
MI300,cxi-coarse,sb,10000,1048576,3.82181
MI300,cxi-coarse,db,10000,1048576,3.82253
MI300,cxi-fine,sb,10000,1048576,3.82004
MI300,cxi-fine,db,10000,1048576,3.83552
MI300,mpi,sb,10000,1048576,4.13682
MI300,mpi,db,10000,1048576,4.14744
MI300,cxi-coarse,sb,10000,2097152,7.42025
MI300,cxi-coarse,db,10000,2097152,7.41866
MI300,cxi-fine,sb,10000,2097152,7.41972
MI300,cxi-fine,db,10000,2097152,7.43351
MI300,mpi,sb,10000,2097152,7.78481
MI300,mpi,db,10000,2097152,7.78841
MI300,cxi-coarse,sb,10000,4194304,14.5994
MI300,cxi-coarse,db,10000,4194304,18.9477
MI300,cxi-fine,sb,10000,4194304,14.6128
MI300,cxi-fine,db,10000,4194304,18.8298
MI300,mpi,sb,10000,4194304,15.0078
MI300,mpi,db,10000,4194304,15.1498
MI300,cxi-coarse,sb,10000,8388608,36.1306
MI300,cxi-coarse,db,10000,8388608,36.5493
MI300,cxi-fine,sb,10000,8388608,31.8552
MI300,cxi-fine,db,10000,8388608,36.5118
MI300,mpi,sb,10000,8388608,29.5043
MI300,mpi,db,10000,8388608,29.5127
MI300,cxi-coarse,sb,1000,16777216,6.90725
MI300,cxi-coarse,db,1000,16777216,7.24283
MI300,cxi-fine,sb,1000,16777216,7.25855
MI300,cxi-fine,db,1000,16777216,7.23972
MI300,mpi,sb,1000,16777216,5.83904
MI300,mpi,db,1000,16777216,5.84655
MI300,cxi-coarse,sb,1000,33554432,15.0676
MI300,cxi-coarse,db,1000,33554432,15.0755
MI300,cxi-fine,sb,1000,33554432,14.8969
MI300,cxi-fine,db,1000,33554432,14.9204
MI300,mpi,sb,1000,33554432,11.6363
MI300,mpi,db,1000,33554432,11.6159
MI300,cxi-coarse,sb,1000,67108864,26.9751
MI300,cxi-coarse,db,1000,67108864,27.0841
MI300,cxi-fine,sb,1000,67108864,27.0428
MI300,cxi-fine,db,1000,67108864,28.9551
MI300,mpi,sb,1000,67108864,23.3258
MI300,mpi,db,1000,67108864,23.3801
MI300,cxi-coarse,sb,1000,134217728,58.005
MI300,cxi-coarse,db,1000,134217728,58.2293
MI300,cxi-fine,sb,1000,134217728,58.0322
MI300,cxi-fine,db,1000,134217728,60.4104
MI300,mpi,sb,1000,134217728,46.5973
MI300,mpi,db,1000,134217728,46.6971
MI300,cxi-coarse,sb,1000,268435456,121.119
MI300,cxi-coarse,db,1000,268435456,119.833
MI300,cxi-fine,sb,1000,268435456,120.439
MI300,cxi-fine,db,1000,268435456,119.9
MI300,mpi,sb,1000,268435456,93.0045
MI300,mpi,db,1000,268435456,93.0045
MI300,cxi-coarse,sb,100000,8,1.96056
MI300,cxi-coarse,db,100000,8,1.60548
MI300,cxi-fine,sb,100000,8,2.04071
MI300,cxi-fine,db,100000,8,1.62725
MI300,mpi,sb,100000,8,3.02025
MI300,mpi,db,100000,8,3.39306
MI300,cxi-coarse,sb,100000,16,2.15814
MI300,cxi-coarse,db,100000,16,1.58573
MI300,cxi-fine,sb,100000,16,1.71983
MI300,cxi-fine,db,100000,16,1.6912
MI300,mpi,sb,100000,16,3.93338
MI300,mpi,db,100000,16,4.39682
MI300,cxi-coarse,sb,100000,32,2.09124
MI300,cxi-coarse,db,100000,32,2.484
MI300,cxi-fine,sb,100000,32,3.68632
MI300,cxi-fine,db,100000,32,1.71488
MI300,mpi,sb,100000,32,4.21084
MI300,mpi,db,100000,32,4.13878
MI300,cxi-coarse,sb,100000,64,2.1908
MI300,cxi-coarse,db,100000,64,1.75044
MI300,cxi-fine,sb,100000,64,2.47882
MI300,cxi-fine,db,100000,64,3.49097
MI300,mpi,sb,100000,64,4.60555
MI300,mpi,db,100000,64,4.31725
MI300,cxi-coarse,sb,100000,128,5.2844
MI300,cxi-coarse,db,100000,128,1.73094
MI300,cxi-fine,sb,100000,128,4.99576
MI300,cxi-fine,db,100000,128,1.76929
MI300,mpi,sb,100000,128,4.31074
MI300,mpi,db,100000,128,4.33992
MI300,cxi-coarse,sb,100000,256,2.34597
MI300,cxi-coarse,db,100000,256,1.80746
MI300,cxi-fine,sb,100000,256,2.30888
MI300,cxi-fine,db,100000,256,1.78266
MI300,mpi,sb,100000,256,4.41272
MI300,mpi,db,100000,256,4.28364
MI300,cxi-coarse,sb,100000,512,2.39314
MI300,cxi-coarse,db,100000,512,1.83133
MI300,cxi-fine,sb,100000,512,2.40389
MI300,cxi-fine,db,100000,512,1.76632
MI300,mpi,sb,100000,512,4.13929
MI300,mpi,db,100000,512,3.61919
MI300,cxi-coarse,sb,100000,1024,1.96002
MI300,cxi-coarse,db,100000,1024,1.71167
MI300,cxi-fine,sb,100000,1024,2.00142
MI300,cxi-fine,db,100000,1024,1.71621
MI300,mpi,sb,100000,1024,3.55816
MI300,mpi,db,100000,1024,3.7703
MI300,cxi-coarse,sb,100000,2048,2.29617
MI300,cxi-coarse,db,100000,2048,1.86627
MI300,cxi-fine,sb,100000,2048,2.12202
MI300,cxi-fine,db,100000,2048,1.83386
MI300,mpi,sb,100000,2048,4.55189
MI300,mpi,db,100000,2048,4.2452
MI300,cxi-coarse,sb,100000,4096,2.20598
MI300,cxi-coarse,db,100000,4096,1.97261
MI300,cxi-fine,sb,100000,4096,2.24839
MI300,cxi-fine,db,100000,4096,2.39013
MI300,mpi,sb,100000,4096,4.30438
MI300,mpi,db,100000,4096,5.06261
MI300,cxi-coarse,sb,100000,8192,2.2531
MI300,cxi-coarse,db,100000,8192,2.98629
MI300,cxi-fine,sb,100000,8192,5.36808
MI300,cxi-fine,db,100000,8192,2.19448
MI300,mpi,sb,100000,8192,5.76944
MI300,mpi,db,100000,8192,5.50588
MI300,cxi-coarse,sb,100000,16384,2.48696
MI300,cxi-coarse,db,100000,16384,2.4532
MI300,cxi-fine,sb,100000,16384,2.44895
MI300,cxi-fine,db,100000,16384,3.45221
MI300,mpi,sb,100000,16384,6.04007
MI300,mpi,db,100000,16384,5.6225
MI300,cxi-coarse,sb,100000,32768,3.02522
MI300,cxi-coarse,db,100000,32768,3.03017
MI300,cxi-fine,sb,100000,32768,3.00763
MI300,cxi-fine,db,100000,32768,3.02972
MI300,mpi,sb,100000,32768,6.07822
MI300,mpi,db,100000,32768,6.21717
MI300,cxi-coarse,sb,100000,65536,4.14662
MI300,cxi-coarse,db,100000,65536,4.16853
MI300,cxi-fine,sb,100000,65536,4.07777
MI300,cxi-fine,db,100000,65536,4.04332
MI300,mpi,sb,100000,65536,6.72399
MI300,mpi,db,100000,65536,6.44477
MI300,cxi-coarse,sb,100000,131072,6.22595
MI300,cxi-coarse,db,100000,131072,6.2677
MI300,cxi-fine,sb,100000,131072,6.2403
MI300,cxi-fine,db,100000,131072,6.24296
MI300,mpi,sb,100000,131072,8.41623
MI300,mpi,db,100000,131072,8.53016
MI300,cxi-coarse,sb,100000,262144,10.7811
MI300,cxi-coarse,db,100000,262144,10.7656
MI300,cxi-fine,sb,100000,262144,10.8124
MI300,cxi-fine,db,100000,262144,10.8474
MI300,mpi,sb,100000,262144,13.7042
MI300,mpi,db,100000,262144,13.6524
MI300,cxi-coarse,sb,100000,524288,19.8979
MI300,cxi-coarse,db,100000,524288,19.8904
MI300,cxi-fine,sb,100000,524288,19.8916
MI300,cxi-fine,db,100000,524288,19.9197
MI300,mpi,sb,100000,524288,23.1901
MI300,mpi,db,100000,524288,23.3764
MI300,cxi-coarse,sb,10000,1048576,3.86965
MI300,cxi-coarse,db,10000,1048576,3.87029
MI300,cxi-fine,sb,10000,1048576,3.87325
MI300,cxi-fine,db,10000,1048576,3.86865
MI300,mpi,sb,10000,1048576,4.10595
MI300,mpi,db,10000,1048576,4.10488
MI300,cxi-coarse,sb,10000,2097152,7.62527
MI300,cxi-coarse,db,10000,2097152,7.60143
MI300,cxi-fine,sb,10000,2097152,7.62238
MI300,cxi-fine,db,10000,2097152,7.59026
MI300,mpi,sb,10000,2097152,7.66244
MI300,mpi,db,10000,2097152,7.64006
MI300,cxi-coarse,sb,10000,4194304,15.0455
MI300,cxi-coarse,db,10000,4194304,17.4545
MI300,cxi-fine,sb,10000,4194304,15.1189
MI300,cxi-fine,db,10000,4194304,16.1107
MI300,mpi,sb,10000,4194304,14.8176
MI300,mpi,db,10000,4194304,14.9415
MI300,cxi-coarse,sb,10000,8388608,34.2141
MI300,cxi-coarse,db,10000,8388608,30.2603
MI300,cxi-fine,sb,10000,8388608,30.196
MI300,cxi-fine,db,10000,8388608,30.5774
MI300,mpi,sb,10000,8388608,29.1321
MI300,mpi,db,10000,8388608,29.1321
MI300,cxi-coarse,sb,1000,16777216,5.7817
MI300,cxi-coarse,db,1000,16777216,5.78197
MI300,cxi-fine,sb,1000,16777216,5.78171
MI300,cxi-fine,db,1000,16777216,5.78237
MI300,mpi,sb,1000,16777216,5.79072
MI300,mpi,db,1000,16777216,5.78596
MI300,cxi-coarse,sb,1000,33554432,11.5581
MI300,cxi-coarse,db,1000,33554432,11.5553
MI300,cxi-fine,sb,1000,33554432,11.5588
MI300,cxi-fine,db,1000,33554432,11.7884
MI300,mpi,sb,1000,33554432,11.5232
MI300,mpi,db,1000,33554432,11.5276
MI300,cxi-coarse,sb,1000,67108864,23.1147
MI300,cxi-coarse,db,1000,67108864,23.9555
MI300,cxi-fine,sb,1000,67108864,26.1196
MI300,cxi-fine,db,1000,67108864,25.8141
MI300,mpi,sb,1000,67108864,23.1555
MI300,mpi,db,1000,67108864,23.2703
MI300,cxi-coarse,sb,1000,134217728,51.1791
MI300,cxi-coarse,db,1000,134217728,51.1188
MI300,cxi-fine,sb,1000,134217728,54.7364
MI300,cxi-fine,db,1000,134217728,55.4118
MI300,mpi,sb,1000,134217728,46.3277
MI300,mpi,db,1000,134217728,46.5465
MI300,cxi-coarse,sb,1000,268435456,108.823
MI300,cxi-coarse,db,1000,268435456,110.059
MI300,cxi-fine,sb,1000,268435456,105.398
MI300,cxi-fine,db,1000,268435456,108.818
MI300,mpi,sb,1000,268435456,92.5044
MI300,mpi,db,1000,268435456,92.5212
MI300,cxi-coarse,sb,100000,8,2.02366
MI300,cxi-coarse,db,100000,8,1.59454
MI300,cxi-fine,sb,100000,8,1.68541
MI300,cxi-fine,db,100000,8,1.61895
MI300,mpi,sb,100000,8,3.45158
MI300,mpi,db,100000,8,3.40739
MI300,cxi-coarse,sb,100000,16,2.03024
MI300,cxi-coarse,db,100000,16,1.61071
MI300,cxi-fine,sb,100000,16,1.92025
MI300,cxi-fine,db,100000,16,1.60192
MI300,mpi,sb,100000,16,3.86926
MI300,mpi,db,100000,16,4.26467
MI300,cxi-coarse,sb,100000,32,2.08813
MI300,cxi-coarse,db,100000,32,1.70319
MI300,cxi-fine,sb,100000,32,3.83216
MI300,cxi-fine,db,100000,32,1.67145
MI300,mpi,sb,100000,32,4.19854
MI300,mpi,db,100000,32,4.08564
MI300,cxi-coarse,sb,100000,64,2.19467
MI300,cxi-coarse,db,100000,64,1.76985
MI300,cxi-fine,sb,100000,64,2.40042
MI300,cxi-fine,db,100000,64,1.75108
MI300,mpi,sb,100000,64,4.20276
MI300,mpi,db,100000,64,4.26091
MI300,cxi-coarse,sb,100000,128,2.35358
MI300,cxi-coarse,db,100000,128,1.77977
MI300,cxi-fine,sb,100000,128,4.40571
MI300,cxi-fine,db,100000,128,1.76485
MI300,mpi,sb,100000,128,5.24469
MI300,mpi,db,100000,128,4.23108
MI300,cxi-coarse,sb,100000,256,2.44954
MI300,cxi-coarse,db,100000,256,1.77764
MI300,cxi-fine,sb,100000,256,2.34826
MI300,cxi-fine,db,100000,256,1.77041
MI300,mpi,sb,100000,256,4.42565
MI300,mpi,db,100000,256,4.11157
MI300,cxi-coarse,sb,100000,512,2.37685
MI300,cxi-coarse,db,100000,512,3.02192
MI300,cxi-fine,sb,100000,512,2.36404
MI300,cxi-fine,db,100000,512,1.74493
MI300,mpi,sb,100000,512,3.93945
MI300,mpi,db,100000,512,3.09313
MI300,cxi-coarse,sb,100000,1024,1.91669
MI300,cxi-coarse,db,100000,1024,1.74811
MI300,cxi-fine,sb,100000,1024,2.11324
MI300,cxi-fine,db,100000,1024,1.70001
MI300,mpi,sb,100000,1024,3.84255
MI300,mpi,db,100000,1024,3.87774
MI300,cxi-coarse,sb,100000,2048,1.97317
MI300,cxi-coarse,db,100000,2048,1.85575
MI300,cxi-fine,sb,100000,2048,1.90942
MI300,cxi-fine,db,100000,2048,1.85079
MI300,mpi,sb,100000,2048,4.8035
MI300,mpi,db,100000,2048,4.11691
MI300,cxi-coarse,sb,100000,4096,2.18573
MI300,cxi-coarse,db,100000,4096,2.06476
MI300,cxi-fine,sb,100000,4096,4.40109
MI300,cxi-fine,db,100000,4096,2.44232
MI300,mpi,sb,100000,4096,4.42074
MI300,mpi,db,100000,4096,4.74209
MI300,cxi-coarse,sb,100000,8192,2.4685
MI300,cxi-coarse,db,100000,8192,3.37037
MI300,cxi-fine,sb,100000,8192,2.38588
MI300,cxi-fine,db,100000,8192,2.21974
MI300,mpi,sb,100000,8192,5.40745
MI300,mpi,db,100000,8192,5.296
MI300,cxi-coarse,sb,100000,16384,2.46154
MI300,cxi-coarse,db,100000,16384,2.46425
MI300,cxi-fine,sb,100000,16384,2.45881
MI300,cxi-fine,db,100000,16384,2.47717
MI300,mpi,sb,100000,16384,6.29892
MI300,mpi,db,100000,16384,5.61881
MI300,cxi-coarse,sb,100000,32768,2.9416
MI300,cxi-coarse,db,100000,32768,2.99197
MI300,cxi-fine,sb,100000,32768,2.86159
MI300,cxi-fine,db,100000,32768,2.87485
MI300,mpi,sb,100000,32768,5.26772
MI300,mpi,db,100000,32768,5.26832
MI300,cxi-coarse,sb,100000,65536,3.98407
MI300,cxi-coarse,db,100000,65536,4.01604
MI300,cxi-fine,sb,100000,65536,3.99055
MI300,cxi-fine,db,100000,65536,3.96759
MI300,mpi,sb,100000,65536,6.51478
MI300,mpi,db,100000,65536,6.83437
MI300,cxi-coarse,sb,100000,131072,6.28707
MI300,cxi-coarse,db,100000,131072,6.28928
MI300,cxi-fine,sb,100000,131072,6.23497
MI300,cxi-fine,db,100000,131072,6.31279
MI300,mpi,sb,100000,131072,8.89843
MI300,mpi,db,100000,131072,8.96332
MI300,cxi-coarse,sb,100000,262144,10.8116
MI300,cxi-coarse,db,100000,262144,10.8495
MI300,cxi-fine,sb,100000,262144,10.8347
MI300,cxi-fine,db,100000,262144,10.881
MI300,mpi,sb,100000,262144,14.0038
MI300,mpi,db,100000,262144,14.0184
MI300,cxi-coarse,sb,100000,524288,19.9433
MI300,cxi-coarse,db,100000,524288,19.9538
MI300,cxi-fine,sb,100000,524288,19.9582
MI300,cxi-fine,db,100000,524288,19.9609
MI300,mpi,sb,100000,524288,23.1851
MI300,mpi,db,100000,524288,23.5707
MI300,cxi-coarse,sb,10000,1048576,3.86734
MI300,cxi-coarse,db,10000,1048576,3.8665
MI300,cxi-fine,sb,10000,1048576,3.86501
MI300,cxi-fine,db,10000,1048576,3.86995
MI300,mpi,sb,10000,1048576,4.09159
MI300,mpi,db,10000,1048576,4.15464
