nodes,ntasks,backend,solver_creation,solver_time,system,size,memory_type,send_type,cycles
1,2,Cray-MPICH-CXI-GPU-Enabled,2.34867,50.3315,tuolumne,90112,finegrain,Standard,1000
1,4,MPIAdvance-CXI-Double-Buffering,1.55388,23.9117,tuolumne,90112,finegrain,Ready Send,1000
1,4,MPIAdvance-CXI-Single-Buffering,1.46227,24.15,tuolumne,90112,finegrain,Standard,1000
1,4,Cray-MPICH-CXI-GPU-Enabled,1.21879,24.2401,tuolumne,90112,finegrain,Standard,1000
1,1,MPIAdvance-CXI-Double-Buffering,0.534291,3.06816,tuolumne,16384,coarse,Ready Send,1000
1,1,MPIAdvance-CXI-Single-Buffering,0.411664,3.08026,tuolumne,16384,coarse,Standard,1000
1,1,Cray-MPICH-CXI-GPU-Enabled,0.203706,3.1189,tuolumne,16384,coarse,Standard,1000
1,2,MPIAdvance-CXI-Double-Buffering,0.38433,1.55222,tuolumne,16384,coarse,Ready Send,1000
1,2,MPIAdvance-CXI-Single-Buffering,0.358359,1.56011,tuolumne,16384,coarse,Standard,1000
1,2,Cray-MPICH-CXI-GPU-Enabled,0.120351,1.57522,tuolumne,16384,coarse,Standard,1000
1,4,MPIAdvance-CXI-Double-Buffering,0.428811,0.819604,tuolumne,16384,coarse,Ready Send,1000
1,4,MPIAdvance-CXI-Single-Buffering,0.400826,0.840395,tuolumne,16384,coarse,Standard,1000
1,4,Cray-MPICH-CXI-GPU-Enabled,0.0923733,0.950974,tuolumne,16384,coarse,Standard,1000
1,1,MPIAdvance-CXI-Double-Buffering,10.4391,98.2865,tuolumne,90112,coarse,Ready Send,1000
1,1,MPIAdvance-CXI-Single-Buffering,9.29463,97.7141,tuolumne,90112,coarse,Standard,1000
1,1,Cray-MPICH-CXI-GPU-Enabled,8.79668,99.2061,tuolumne,90112,coarse,Standard,1000
1,2,MPIAdvance-CXI-Double-Buffering,3.1286,49.3809,tuolumne,90112,coarse,Ready Send,1000
1,2,MPIAdvance-CXI-Single-Buffering,2.60324,49.5853,tuolumne,90112,coarse,Standard,1000
1,2,Cray-MPICH-CXI-GPU-Enabled,2.38414,49.6931,tuolumne,90112,coarse,Standard,1000
1,4,MPIAdvance-CXI-Double-Buffering,1.87266,24.4278,tuolumne,90112,coarse,Ready Send,1000
1,4,MPIAdvance-CXI-Single-Buffering,1.49435,24.5223,tuolumne,90112,coarse,Standard,1000
1,4,Cray-MPICH-CXI-GPU-Enabled,1.19016,24.6501,tuolumne,90112,coarse,Standard,1000
1,1,MPIAdvance-CXI-Double-Buffering,0.556283,3.06541,tuolumne,16384,finegrain,Ready Send,1000
1,1,MPIAdvance-CXI-Single-Buffering,0.551107,3.06384,tuolumne,16384,finegrain,Standard,1000
1,1,Cray-MPICH-CXI-GPU-Enabled,0.337463,3.09238,tuolumne,16384,finegrain,Standard,1000
1,2,MPIAdvance-CXI-Double-Buffering,0.388376,1.54662,tuolumne,16384,finegrain,Ready Send,1000
1,2,MPIAdvance-CXI-Single-Buffering,0.354203,1.55426,tuolumne,16384,finegrain,Standard,1000
1,2,Cray-MPICH-CXI-GPU-Enabled,0.115549,1.5694,tuolumne,16384,finegrain,Standard,1000
1,4,MPIAdvance-CXI-Double-Buffering,0.417625,0.818135,tuolumne,16384,finegrain,Ready Send,1000
1,4,MPIAdvance-CXI-Single-Buffering,0.401545,0.836186,tuolumne,16384,finegrain,Standard,1000
1,4,Cray-MPICH-CXI-GPU-Enabled,0.142152,0.890983,tuolumne,16384,finegrain,Standard,1000
