system,nodes,ppn,matrix,backend,solver_time
Frontier,2,4,Cube_Coup_dt0,st,0.142804
Frontier,2,4,Flan_1565,mpi,0.393452
Frontier,2,4,Flan_1565,st,0.389715
Frontier,2,4,Queen_4147,mpi,19.102167
Frontier,2,4,Queen_4147,st,18.523077
Frontier,2,4,Serena,mpi,0.976296
Frontier,2,4,Serena,st,0.978210
Frontier,2,4,nd24k,mpi,0.142849
Frontier,2,4,nd24k,st,0.152711
Frontier,2,4,ldoor,mpi,1.903063
Frontier,2,4,ldoor,st,2.013161
Frontier,2,8,audikw_1,mpi,1.133073
Frontier,2,8,audikw_1,st,1.213242
Frontier,2,8,Bump_2911,mpi,7.698567
Frontier,2,8,Bump_2911,st,8.324695
Frontier,2,8,Cube_Coup_dt0,mpi,0.109698
Frontier,2,8,Cube_Coup_dt0,st,0.121209
Frontier,2,8,Flan_1565,mpi,0.297483
Frontier,2,8,Flan_1565,st,0.295731
Frontier,2,8,Queen_4147,mpi,12.009250
Frontier,2,8,Queen_4147,st,12.004694
Frontier,2,8,Serena,mpi,0.833121
Frontier,2,8,Serena,st,1.058322
Frontier,2,8,nd24k,mpi,0.144748
Frontier,2,8,nd24k,st,0.203326
Frontier,2,8,ldoor,mpi,1.729166
Frontier,2,8,ldoor,st,1.805312
Frontier,4,1,audikw_1,mpi,1.907831
Frontier,4,1,audikw_1,st,1.944745
Frontier,4,1,Bump_2911,mpi,15.443443
Frontier,4,1,Bump_2911,st,15.015600
Frontier,4,1,Cube_Coup_dt0,mpi,0.214294
Frontier,4,1,Cube_Coup_dt0,st,0.210429
Frontier,4,1,Flan_1565,mpi,0.617736
Frontier,4,1,Flan_1565,st,0.624425
Frontier,4,1,Queen_4147,mpi,34.585417
Frontier,4,1,Queen_4147,st,33.921877
Frontier,4,1,Serena,mpi,1.311058
Frontier,4,1,Serena,st,1.282901
Frontier,4,1,nd24k,mpi,0.150948
Frontier,4,1,nd24k,st,0.165128
Frontier,4,1,ldoor,mpi,2.702120
Frontier,4,1,ldoor,st,2.621472
Frontier,4,2,audikw_1,mpi,1.330502
Frontier,4,2,audikw_1,st,1.298090
Frontier,4,2,Bump_2911,mpi,9.676866
Frontier,4,2,Bump_2911,st,9.917967
Frontier,4,2,Cube_Coup_dt0,mpi,34.248844
Frontier,4,2,Cube_Coup_dt0,st,0.141437
Frontier,4,2,Flan_1565,mpi,0.395754
Frontier,4,2,Flan_1565,st,0.385458
Frontier,4,2,Queen_4147,mpi,19.045801
Frontier,4,2,Queen_4147,st,18.580956
Frontier,4,2,Serena,mpi,1.012835
Frontier,4,2,Serena,st,1.045852
Frontier,4,2,nd24k,mpi,0.146288
Frontier,4,2,nd24k,st,0.155250
Frontier,4,2,ldoor,mpi,1.932356
Frontier,4,2,ldoor,st,2.022544
Frontier,4,4,audikw_1,mpi,1.123920
Frontier,4,4,audikw_1,st,1.230047
Frontier,4,4,Bump_2911,mpi,7.594602
Frontier,4,4,Bump_2911,st,8.431782
Frontier,4,4,Cube_Coup_dt0,mpi,0.108986
Frontier,4,4,Cube_Coup_dt0,st,0.116260
Frontier,4,4,Flan_1565,mpi,0.306720
Frontier,4,4,Flan_1565,st,0.294936
Frontier,4,4,Queen_4147,mpi,12.023767
Frontier,4,4,Queen_4147,st,12.334616
Frontier,4,4,Serena,mpi,0.874820
Frontier,4,4,Serena,st,1.056484
Frontier,4,4,nd24k,mpi,0.146823
Frontier,4,4,nd24k,st,0.209591
Frontier,4,4,ldoor,mpi,1.770108
Frontier,4,4,ldoor,st,1.869564
Frontier,4,8,audikw_1,mpi,1.092114
Frontier,4,8,audikw_1,st,1.356007
Frontier,4,8,Bump_2911,mpi,6.719568
Frontier,4,8,Bump_2911,st,8.859677
Frontier,4,8,Cube_Coup_dt0,mpi,0.104881
Frontier,4,8,Cube_Coup_dt0,st,0.122132
Frontier,4,8,Flan_1565,mpi,0.253531
Frontier,4,8,Flan_1565,st,0.280672
Frontier,4,8,Queen_4147,mpi,8.787252
Frontier,4,8,Queen_4147,st,10.404293
Frontier,4,8,Serena,mpi,0.834171
Frontier,4,8,Serena,st,1.225497
Frontier,4,8,nd24k,mpi,0.152998
Frontier,4,8,nd24k,st,0.243021
Frontier,4,8,ldoor,mpi,1.664881
Frontier,4,8,ldoor,st,1.941821
Frontier,8,1,audikw_1,mpi,1.336205
Frontier,8,1,audikw_1,st,1.373079
Frontier,8,1,Bump_2911,mpi,9.879510
Frontier,8,1,Bump_2911,st,10.212952
Frontier,8,1,Cube_Coup_dt0,mpi,0.141832
Frontier,8,1,Cube_Coup_dt0,st,0.145294
Frontier,8,1,Flan_1565,mpi,0.400465
Frontier,8,1,Flan_1565,st,0.402912
Frontier,8,1,Queen_4147,mpi,19.224480
Frontier,8,1,Queen_4147,st,18.746848
Frontier,8,1,Serena,mpi,0.977173
Frontier,8,1,Serena,st,1.025497
Frontier,8,1,nd24k,mpi,0.143187
Frontier,8,1,nd24k,st,0.161012
Frontier,8,1,ldoor,mpi,2.034750
Frontier,8,1,ldoor,st,2.214585
Frontier,8,2,audikw_1,mpi,1.126104
Frontier,8,2,audikw_1,st,1.274148
Frontier,8,2,Bump_2911,mpi,7.305280
Frontier,8,2,Bump_2911,st,8.377567
Frontier,8,2,Cube_Coup_dt0,mpi,0.107269
Frontier,8,2,Cube_Coup_dt0,st,0.117865
Frontier,8,2,Flan_1565,mpi,0.302597
Frontier,8,2,Flan_1565,st,0.314254
Frontier,8,2,Queen_4147,mpi,11.678181
Frontier,8,2,Queen_4147,st,12.439434
Frontier,8,2,Serena,mpi,0.877494
Frontier,8,2,Serena,st,1.006704
Frontier,8,2,nd24k,mpi,0.148058
Frontier,8,2,nd24k,st,0.197558
Frontier,8,2,ldoor,mpi,1.719311
Frontier,8,2,ldoor,st,1.914367
Frontier,8,4,audikw_1,mpi,1.113059
Frontier,8,4,audikw_1,st,1.331335
Frontier,8,4,Bump_2911,mpi,6.420568
Frontier,8,4,Bump_2911,st,8.868987
Frontier,8,4,Cube_Coup_dt0,mpi,0.099065
Frontier,8,4,Cube_Coup_dt0,st,0.126973
Frontier,8,4,Flan_1565,mpi,0.265106
Frontier,8,4,Flan_1565,st,0.289849
Frontier,8,4,Queen_4147,mpi,8.851420
Frontier,8,4,Queen_4147,st,10.151430
Frontier,8,4,Serena,mpi,0.842845
Frontier,8,4,Serena,st,1.237894
Frontier,8,4,nd24k,mpi,0.155105
Frontier,8,4,nd24k,st,0.246822
Frontier,8,4,ldoor,mpi,1.717344
Frontier,8,4,ldoor,st,2.012799
Frontier,8,8,audikw_1,mpi,1.110957
Frontier,8,8,audikw_1,st,1.582609
Frontier,8,8,Bump_2911,mpi,6.036605
Frontier,8,8,Bump_2911,st,9.906764
Frontier,8,8,Cube_Coup_dt0,mpi,0.096418
Frontier,8,8,Cube_Coup_dt0,st,0.136795
Frontier,8,8,Flan_1565,mpi,0.244561
Frontier,8,8,Flan_1565,st,0.298731
Frontier,8,8,Queen_4147,mpi,7.342160
Frontier,8,8,Queen_4147,st,10.060318
Frontier,8,8,Serena,mpi,0.841764
Frontier,8,8,Serena,st,1.386526
Frontier,8,8,nd24k,mpi,0.161249
Frontier,8,8,nd24k,st,0.295161
Frontier,8,8,ldoor,mpi,1.693140
Frontier,8,8,ldoor,st,2.227394
Frontier,1,1,audikw_1,mpi,5.349205
Frontier,1,1,audikw_1,st,5.346947
Frontier,1,1,Bump_2911,mpi,49.271686
Frontier,1,1,Bump_2911,st,49.441008
Frontier,1,1,Cube_Coup_dt0,mpi,0.652278
Frontier,1,1,Cube_Coup_dt0,st,0.649570
Frontier,1,1,Flan_1565,mpi,1.959417
Frontier,1,1,Flan_1565,st,1.959133
Frontier,1,1,Queen_4147,mpi,118.058111
Frontier,1,1,Queen_4147,st,120.563758
Frontier,1,1,Serena,mpi,3.464220
Frontier,1,1,Serena,st,3.431503
Frontier,1,1,nd24k,mpi,0.253743
Frontier,1,1,nd24k,st,0.248968
Frontier,1,1,ldoor,mpi,6.241020
Frontier,1,1,ldoor,st,6.150223
Frontier,1,2,audikw_1,mpi,3.024267
Frontier,1,2,audikw_1,st,2.942492
Frontier,1,2,Bump_2911,mpi,26.517118
Frontier,1,2,Bump_2911,st,25.758567
Frontier,1,2,Cube_Coup_dt0,mpi,0.362809
Frontier,1,2,Cube_Coup_dt0,st,0.354483
Frontier,1,2,Flan_1565,mpi,1.083951
Frontier,1,2,Flan_1565,st,1.058492
Frontier,1,2,Queen_4147,mpi,63.631149
Frontier,1,2,Queen_4147,st,64.839566
Frontier,1,2,Serena,mpi,2.059566
Frontier,1,2,Serena,st,1.936500
Frontier,1,2,nd24k,mpi,0.192087
Frontier,1,2,nd24k,st,0.183785
Frontier,1,2,ldoor,mpi,3.832358
Frontier,1,2,ldoor,st,3.727687
Frontier,1,4,audikw_1,mpi,1.882757
Frontier,1,4,audikw_1,st,1.861600
Frontier,1,4,Bump_2911,mpi,14.748582
Frontier,1,4,Bump_2911,st,14.420850
